56
0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,1.8,0,0.0,0.6,0.0,4.4,floor plane
0,1.0,0.6,0.6,0.0,0.0,0.0,0.8,1.5,0,0.7,0.0,0.0,5.4,left wall
0,0.7,0.6,1.0,0.0,0.0,0.0,0.8,0.8,0,-0.7,0.0,0.0,5.4,right wall
0,1.0,1.0,1.0,0.0,0.0,0.0,1.2,0.8,0,0.0,-0.8,0.0,5.4,top wall
0,1.5,1.5,1.5,0.0,0.0,0.0,1.2,0.8,0,0.0,0.0,-0.14,5.4,back wall
0,0.1,0.1,0.1,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.72,5.4,front wall
1,0.85,0.85,0.85,0.0,0.0,0.0,0.0,1.8,1,0.0,6.5,22.0,0.35,light source center
1,0.85,0.85,0.85,0.0,0.0,0.0,0.0,1.8,1,-3.0,6.5,22.0,0.35,light source right
1,0.85,0.85,0.85,0.0,0.0,0.0,0.0,1.8,1,3.0,6.5,22.0,0.35,light source left
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,1.5,-6.4,36.0,1.0,small sphere 015
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,3.5,-6.4,36.0,1.0,small sphere 016
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,5.5,-6.4,36.0,1.0,small sphere 017
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,0.5,-6.4,33.0,1.0,small sphere 024
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,2.5,-6.4,33.0,1.0,small sphere 025
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,4.5,-6.4,33.0,1.0,small sphere 026
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,6.5,-6.4,33.0,1.0,small sphere 027
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-2.5,-6.4,31.0,1.0,small sphere 033
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-0.5,-6.4,31.0,1.0,small sphere 034
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,1.5,-6.4,31.0,1.0,small sphere 035
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,3.5,-6.4,31.0,1.0,small sphere 036
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,5.5,-6.4,31.0,1.0,small sphere 037
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-5.5,-6.4,28.0,1.0,small sphere 041
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-3.5,-6.4,28.0,1.0,small sphere 042
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-1.5,-6.4,28.0,1.0,small sphere 043
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,0.5,-6.4,28.0,1.0,small sphere 044
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,2.5,-6.4,28.0,1.0,small sphere 045
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,4.5,-6.4,28.0,1.0,small sphere 046
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,6.5,-6.4,28.0,1.0,small sphere 047
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-6.5,-6.4,25.0,1.0,small sphere 051
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-4.5,-6.4,25.0,1.0,small sphere 052
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-2.5,-6.4,25.0,1.0,small sphere 053
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-0.5,-6.4,25.0,1.0,small sphere 054
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,1.5,-6.4,25.0,1.0,small sphere 055
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,3.5,-6.4,25.0,1.0,small sphere 056
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,5.5,-6.4,25.0,1.0,small sphere 057
1,0.07,0.17,0.07,0.3,1.0,1.2,0.2,0.8,0,-5.5,-6.4,22.0,1.0,small sphere 061
